4.745000000000000000e+06	1.000000000000000000e+00
4.750000000000000000e+06	1.000000000000000000e+00
4.755000000000000000e+06	1.000000000000000000e+00
4.760000000000000000e+06	1.000000000000000000e+00
4.765000000000000000e+06	1.000000000000000000e+00
4.770000000000000000e+06	1.000000000000000000e+00
4.775000000000000000e+06	1.000000000000000000e+00
4.855000000000000000e+06	1.000000000000000000e+00
4.860000000000000000e+06	1.000000000000000000e+00
4.865000000000000000e+06	1.000000000000000000e+00
4.870000000000000000e+06	1.000000000000000000e+00
4.875000000000000000e+06	1.000000000000000000e+00
4.880000000000000000e+06	1.000000000000000000e+00
4.885000000000000000e+06	1.000000000000000000e+00
4.890000000000000000e+06	1.000000000000000000e+00
4.895000000000000000e+06	1.000000000000000000e+00
4.900000000000000000e+06	1.000000000000000000e+00
4.905000000000000000e+06	1.000000000000000000e+00
4.910000000000000000e+06	1.000000000000000000e+00
4.915000000000000000e+06	1.000000000000000000e+00
4.920000000000000000e+06	1.000000000000000000e+00
4.925000000000000000e+06	1.000000000000000000e+00
4.930000000000000000e+06	1.000000000000000000e+00
4.935000000000000000e+06	1.000000000000000000e+00
4.940000000000000000e+06	1.000000000000000000e+00
4.945000000000000000e+06	1.000000000000000000e+00
4.950000000000000000e+06	1.000000000000000000e+00
4.955000000000000000e+06	1.000000000000000000e+00
4.960000000000000000e+06	1.000000000000000000e+00
4.965000000000000000e+06	1.000000000000000000e+00
4.970000000000000000e+06	1.000000000000000000e+00
4.975000000000000000e+06	1.000000000000000000e+00
4.980000000000000000e+06	1.000000000000000000e+00
4.985000000000000000e+06	1.000000000000000000e+00
4.990000000000000000e+06	1.000000000000000000e+00
4.995000000000000000e+06	1.000000000000000000e+00
5.000000000000000000e+06	1.000000000000000000e+00
5.005000000000000000e+06	1.000000000000000000e+00
5.010000000000000000e+06	1.000000000000000000e+00
5.015000000000000000e+06	1.000000000000000000e+00
5.960000000000000000e+06	1.000000000000000000e+00
5.965000000000000000e+06	1.000000000000000000e+00
5.970000000000000000e+06	1.000000000000000000e+00
5.975000000000000000e+06	1.000000000000000000e+00
5.980000000000000000e+06	1.000000000000000000e+00
5.985000000000000000e+06	1.000000000000000000e+00
5.990000000000000000e+06	1.000000000000000000e+00
5.995000000000000000e+06	1.000000000000000000e+00
6.000000000000000000e+06	1.000000000000000000e+00
6.005000000000000000e+06	1.000000000000000000e+00
6.010000000000000000e+06	1.000000000000000000e+00
6.015000000000000000e+06	1.000000000000000000e+00
6.020000000000000000e+06	1.000000000000000000e+00
6.035000000000000000e+06	1.000000000000000000e+00
6.040000000000000000e+06	1.000000000000000000e+00
6.045000000000000000e+06	1.000000000000000000e+00
6.050000000000000000e+06	1.000000000000000000e+00
6.055000000000000000e+06	1.000000000000000000e+00
6.060000000000000000e+06	1.000000000000000000e+00
6.065000000000000000e+06	1.000000000000000000e+00
6.070000000000000000e+06	1.000000000000000000e+00
6.075000000000000000e+06	1.000000000000000000e+00
6.080000000000000000e+06	1.000000000000000000e+00
6.085000000000000000e+06	1.000000000000000000e+00
6.090000000000000000e+06	1.000000000000000000e+00
6.095000000000000000e+06	1.000000000000000000e+00
6.100000000000000000e+06	1.000000000000000000e+00
6.105000000000000000e+06	1.000000000000000000e+00
6.110000000000000000e+06	1.000000000000000000e+00
6.115000000000000000e+06	1.000000000000000000e+00
6.120000000000000000e+06	1.000000000000000000e+00
6.125000000000000000e+06	1.000000000000000000e+00
6.130000000000000000e+06	1.000000000000000000e+00
6.135000000000000000e+06	1.000000000000000000e+00
6.140000000000000000e+06	1.000000000000000000e+00
6.145000000000000000e+06	1.000000000000000000e+00
6.150000000000000000e+06	1.000000000000000000e+00
6.155000000000000000e+06	1.000000000000000000e+00
6.160000000000000000e+06	1.000000000000000000e+00
6.165000000000000000e+06	1.000000000000000000e+00
6.170000000000000000e+06	1.000000000000000000e+00
6.175000000000000000e+06	1.000000000000000000e+00
6.180000000000000000e+06	1.000000000000000000e+00
6.185000000000000000e+06	1.000000000000000000e+00
6.190000000000000000e+06	1.000000000000000000e+00
6.195000000000000000e+06	1.000000000000000000e+00
6.200000000000000000e+06	1.000000000000000000e+00
6.205000000000000000e+06	1.000000000000000000e+00
6.210000000000000000e+06	1.000000000000000000e+00
6.215000000000000000e+06	1.000000000000000000e+00
6.220000000000000000e+06	1.000000000000000000e+00
6.225000000000000000e+06	1.000000000000000000e+00
6.230000000000000000e+06	1.000000000000000000e+00
6.235000000000000000e+06	1.000000000000000000e+00
6.240000000000000000e+06	1.000000000000000000e+00
6.245000000000000000e+06	1.000000000000000000e+00
6.250000000000000000e+06	1.000000000000000000e+00
6.255000000000000000e+06	1.000000000000000000e+00
6.260000000000000000e+06	1.000000000000000000e+00
6.265000000000000000e+06	1.000000000000000000e+00
6.270000000000000000e+06	1.000000000000000000e+00
6.275000000000000000e+06	1.000000000000000000e+00
6.280000000000000000e+06	1.000000000000000000e+00
6.285000000000000000e+06	1.000000000000000000e+00
6.290000000000000000e+06	1.000000000000000000e+00
6.295000000000000000e+06	1.000000000000000000e+00
6.300000000000000000e+06	1.000000000000000000e+00
6.305000000000000000e+06	1.000000000000000000e+00
6.310000000000000000e+06	1.000000000000000000e+00
6.315000000000000000e+06	1.000000000000000000e+00
6.320000000000000000e+06	1.000000000000000000e+00
6.325000000000000000e+06	1.000000000000000000e+00
6.330000000000000000e+06	1.000000000000000000e+00
6.335000000000000000e+06	1.000000000000000000e+00
6.340000000000000000e+06	1.000000000000000000e+00
6.345000000000000000e+06	1.000000000000000000e+00
6.350000000000000000e+06	1.000000000000000000e+00
6.355000000000000000e+06	1.000000000000000000e+00
6.360000000000000000e+06	1.000000000000000000e+00
6.365000000000000000e+06	1.000000000000000000e+00
6.370000000000000000e+06	1.000000000000000000e+00
6.375000000000000000e+06	1.000000000000000000e+00
6.380000000000000000e+06	1.000000000000000000e+00
6.385000000000000000e+06	1.000000000000000000e+00
6.390000000000000000e+06	1.000000000000000000e+00
6.395000000000000000e+06	1.000000000000000000e+00
6.400000000000000000e+06	1.000000000000000000e+00
6.405000000000000000e+06	1.000000000000000000e+00
6.410000000000000000e+06	1.000000000000000000e+00
6.415000000000000000e+06	1.000000000000000000e+00
6.420000000000000000e+06	1.000000000000000000e+00
6.425000000000000000e+06	1.000000000000000000e+00
6.430000000000000000e+06	1.000000000000000000e+00
6.435000000000000000e+06	1.000000000000000000e+00
6.440000000000000000e+06	1.000000000000000000e+00
6.445000000000000000e+06	1.000000000000000000e+00
6.450000000000000000e+06	1.000000000000000000e+00
6.455000000000000000e+06	1.000000000000000000e+00
6.460000000000000000e+06	1.000000000000000000e+00
6.465000000000000000e+06	1.000000000000000000e+00
6.470000000000000000e+06	1.000000000000000000e+00
6.475000000000000000e+06	1.000000000000000000e+00
6.480000000000000000e+06	1.000000000000000000e+00
6.490000000000000000e+06	1.000000000000000000e+00
6.510000000000000000e+06	1.000000000000000000e+00
6.515000000000000000e+06	1.000000000000000000e+00
6.525000000000000000e+06	1.000000000000000000e+00
6.530000000000000000e+06	1.000000000000000000e+00
6.535000000000000000e+06	1.000000000000000000e+00
6.540000000000000000e+06	1.000000000000000000e+00
6.545000000000000000e+06	1.000000000000000000e+00
6.550000000000000000e+06	1.000000000000000000e+00
6.555000000000000000e+06	1.000000000000000000e+00
6.560000000000000000e+06	1.000000000000000000e+00
6.565000000000000000e+06	1.000000000000000000e+00
6.570000000000000000e+06	1.000000000000000000e+00
6.575000000000000000e+06	1.000000000000000000e+00
6.580000000000000000e+06	1.000000000000000000e+00
6.585000000000000000e+06	1.000000000000000000e+00
6.590000000000000000e+06	1.000000000000000000e+00
6.595000000000000000e+06	1.000000000000000000e+00
6.600000000000000000e+06	1.000000000000000000e+00
6.605000000000000000e+06	1.000000000000000000e+00
6.610000000000000000e+06	1.000000000000000000e+00
6.615000000000000000e+06	1.000000000000000000e+00
6.620000000000000000e+06	1.000000000000000000e+00
6.625000000000000000e+06	1.000000000000000000e+00
6.630000000000000000e+06	1.000000000000000000e+00
6.640000000000000000e+06	1.000000000000000000e+00
6.645000000000000000e+06	1.000000000000000000e+00
6.650000000000000000e+06	1.000000000000000000e+00
6.655000000000000000e+06	1.000000000000000000e+00
6.660000000000000000e+06	1.000000000000000000e+00
6.665000000000000000e+06	1.000000000000000000e+00
6.670000000000000000e+06	1.000000000000000000e+00
6.675000000000000000e+06	1.000000000000000000e+00
6.680000000000000000e+06	1.000000000000000000e+00
6.685000000000000000e+06	1.000000000000000000e+00
6.690000000000000000e+06	1.000000000000000000e+00
6.695000000000000000e+06	1.000000000000000000e+00
6.700000000000000000e+06	1.000000000000000000e+00
6.885000000000000000e+06	1.000000000000000000e+00
7.090000000000000000e+06	1.000000000000000000e+00
7.095000000000000000e+06	1.000000000000000000e+00
7.100000000000000000e+06	1.000000000000000000e+00
7.105000000000000000e+06	1.000000000000000000e+00
7.110000000000000000e+06	1.000000000000000000e+00
7.115000000000000000e+06	1.000000000000000000e+00
7.120000000000000000e+06	1.000000000000000000e+00
7.125000000000000000e+06	1.000000000000000000e+00
7.130000000000000000e+06	1.000000000000000000e+00
7.135000000000000000e+06	1.000000000000000000e+00
7.140000000000000000e+06	1.000000000000000000e+00
7.145000000000000000e+06	1.000000000000000000e+00
7.150000000000000000e+06	1.000000000000000000e+00
7.155000000000000000e+06	1.000000000000000000e+00
7.160000000000000000e+06	1.000000000000000000e+00
7.165000000000000000e+06	1.000000000000000000e+00
7.170000000000000000e+06	1.000000000000000000e+00
7.175000000000000000e+06	1.000000000000000000e+00
7.180000000000000000e+06	1.000000000000000000e+00
7.185000000000000000e+06	1.000000000000000000e+00
7.190000000000000000e+06	1.000000000000000000e+00
7.195000000000000000e+06	1.000000000000000000e+00
7.200000000000000000e+06	1.000000000000000000e+00
7.205000000000000000e+06	1.000000000000000000e+00
7.210000000000000000e+06	1.000000000000000000e+00
7.215000000000000000e+06	1.000000000000000000e+00
7.220000000000000000e+06	1.000000000000000000e+00
7.225000000000000000e+06	1.000000000000000000e+00
7.230000000000000000e+06	1.000000000000000000e+00
7.235000000000000000e+06	1.000000000000000000e+00
7.240000000000000000e+06	1.000000000000000000e+00
7.245000000000000000e+06	1.000000000000000000e+00
7.250000000000000000e+06	1.000000000000000000e+00
7.255000000000000000e+06	1.000000000000000000e+00
7.260000000000000000e+06	1.000000000000000000e+00
7.265000000000000000e+06	1.000000000000000000e+00
7.270000000000000000e+06	1.000000000000000000e+00
7.275000000000000000e+06	1.000000000000000000e+00
7.280000000000000000e+06	1.000000000000000000e+00
7.285000000000000000e+06	1.000000000000000000e+00
7.290000000000000000e+06	1.000000000000000000e+00
7.295000000000000000e+06	1.000000000000000000e+00
7.300000000000000000e+06	1.000000000000000000e+00
7.305000000000000000e+06	1.000000000000000000e+00
7.310000000000000000e+06	1.000000000000000000e+00
7.315000000000000000e+06	1.000000000000000000e+00
7.320000000000000000e+06	1.000000000000000000e+00
7.325000000000000000e+06	1.000000000000000000e+00
7.330000000000000000e+06	1.000000000000000000e+00
7.335000000000000000e+06	1.000000000000000000e+00
7.340000000000000000e+06	1.000000000000000000e+00
7.345000000000000000e+06	1.000000000000000000e+00
7.350000000000000000e+06	1.000000000000000000e+00
7.355000000000000000e+06	1.000000000000000000e+00
7.360000000000000000e+06	1.000000000000000000e+00
7.365000000000000000e+06	1.000000000000000000e+00
7.370000000000000000e+06	1.000000000000000000e+00
7.375000000000000000e+06	1.000000000000000000e+00
7.380000000000000000e+06	1.000000000000000000e+00
7.385000000000000000e+06	1.000000000000000000e+00
7.390000000000000000e+06	1.000000000000000000e+00
7.395000000000000000e+06	1.000000000000000000e+00
7.400000000000000000e+06	1.000000000000000000e+00
7.405000000000000000e+06	1.000000000000000000e+00
7.410000000000000000e+06	1.000000000000000000e+00
7.415000000000000000e+06	1.000000000000000000e+00
7.420000000000000000e+06	1.000000000000000000e+00
7.425000000000000000e+06	1.000000000000000000e+00
7.430000000000000000e+06	1.000000000000000000e+00
7.435000000000000000e+06	1.000000000000000000e+00
7.440000000000000000e+06	1.000000000000000000e+00
7.445000000000000000e+06	1.000000000000000000e+00
7.450000000000000000e+06	1.000000000000000000e+00
7.455000000000000000e+06	1.000000000000000000e+00
7.460000000000000000e+06	1.000000000000000000e+00
7.465000000000000000e+06	1.000000000000000000e+00
7.470000000000000000e+06	1.000000000000000000e+00
7.475000000000000000e+06	1.000000000000000000e+00
7.480000000000000000e+06	1.000000000000000000e+00
7.485000000000000000e+06	1.000000000000000000e+00
7.490000000000000000e+06	1.000000000000000000e+00
7.495000000000000000e+06	1.000000000000000000e+00
7.500000000000000000e+06	1.000000000000000000e+00
7.505000000000000000e+06	1.000000000000000000e+00
7.510000000000000000e+06	1.000000000000000000e+00
7.515000000000000000e+06	1.000000000000000000e+00
7.520000000000000000e+06	1.000000000000000000e+00
7.525000000000000000e+06	1.000000000000000000e+00
7.530000000000000000e+06	1.000000000000000000e+00
7.535000000000000000e+06	1.000000000000000000e+00
7.540000000000000000e+06	1.000000000000000000e+00
7.545000000000000000e+06	1.000000000000000000e+00
7.550000000000000000e+06	1.000000000000000000e+00
7.555000000000000000e+06	1.000000000000000000e+00
7.560000000000000000e+06	1.000000000000000000e+00
7.565000000000000000e+06	1.000000000000000000e+00
7.570000000000000000e+06	1.000000000000000000e+00
7.575000000000000000e+06	1.000000000000000000e+00
7.580000000000000000e+06	1.000000000000000000e+00
7.585000000000000000e+06	1.000000000000000000e+00
7.590000000000000000e+06	1.000000000000000000e+00
7.595000000000000000e+06	1.000000000000000000e+00
7.600000000000000000e+06	1.000000000000000000e+00
7.605000000000000000e+06	1.000000000000000000e+00
7.610000000000000000e+06	1.000000000000000000e+00
7.615000000000000000e+06	1.000000000000000000e+00
7.620000000000000000e+06	1.000000000000000000e+00
7.625000000000000000e+06	1.000000000000000000e+00
7.630000000000000000e+06	1.000000000000000000e+00
7.635000000000000000e+06	1.000000000000000000e+00
7.640000000000000000e+06	1.000000000000000000e+00
7.645000000000000000e+06	1.000000000000000000e+00
7.650000000000000000e+06	1.000000000000000000e+00
7.655000000000000000e+06	1.000000000000000000e+00
7.660000000000000000e+06	1.000000000000000000e+00
7.665000000000000000e+06	1.000000000000000000e+00
7.670000000000000000e+06	1.000000000000000000e+00
7.675000000000000000e+06	1.000000000000000000e+00
7.680000000000000000e+06	1.000000000000000000e+00
7.685000000000000000e+06	1.000000000000000000e+00
7.690000000000000000e+06	1.000000000000000000e+00
7.695000000000000000e+06	1.000000000000000000e+00
7.700000000000000000e+06	1.000000000000000000e+00
7.705000000000000000e+06	1.000000000000000000e+00
7.710000000000000000e+06	1.000000000000000000e+00
7.715000000000000000e+06	1.000000000000000000e+00
7.720000000000000000e+06	1.000000000000000000e+00
7.725000000000000000e+06	1.000000000000000000e+00
7.730000000000000000e+06	1.000000000000000000e+00
7.735000000000000000e+06	1.000000000000000000e+00
7.740000000000000000e+06	1.000000000000000000e+00
7.745000000000000000e+06	1.000000000000000000e+00
7.750000000000000000e+06	1.000000000000000000e+00
7.755000000000000000e+06	1.000000000000000000e+00
7.760000000000000000e+06	1.000000000000000000e+00
7.765000000000000000e+06	1.000000000000000000e+00
7.770000000000000000e+06	1.000000000000000000e+00
7.775000000000000000e+06	1.000000000000000000e+00
7.780000000000000000e+06	1.000000000000000000e+00
7.785000000000000000e+06	1.000000000000000000e+00
7.790000000000000000e+06	1.000000000000000000e+00
7.795000000000000000e+06	1.000000000000000000e+00
7.800000000000000000e+06	1.000000000000000000e+00
7.805000000000000000e+06	1.000000000000000000e+00
7.810000000000000000e+06	1.000000000000000000e+00
7.815000000000000000e+06	1.000000000000000000e+00
7.820000000000000000e+06	1.000000000000000000e+00
7.825000000000000000e+06	1.000000000000000000e+00
7.830000000000000000e+06	1.000000000000000000e+00
7.835000000000000000e+06	1.000000000000000000e+00
7.840000000000000000e+06	1.000000000000000000e+00
7.845000000000000000e+06	1.000000000000000000e+00
7.850000000000000000e+06	1.000000000000000000e+00
7.855000000000000000e+06	1.000000000000000000e+00
7.860000000000000000e+06	1.000000000000000000e+00
7.865000000000000000e+06	1.000000000000000000e+00
7.870000000000000000e+06	1.000000000000000000e+00
7.875000000000000000e+06	1.000000000000000000e+00
7.880000000000000000e+06	1.000000000000000000e+00
7.885000000000000000e+06	1.000000000000000000e+00
7.890000000000000000e+06	1.000000000000000000e+00
7.895000000000000000e+06	1.000000000000000000e+00
7.900000000000000000e+06	1.000000000000000000e+00
7.905000000000000000e+06	1.000000000000000000e+00
7.910000000000000000e+06	1.000000000000000000e+00
7.915000000000000000e+06	1.000000000000000000e+00
7.920000000000000000e+06	1.000000000000000000e+00
7.925000000000000000e+06	1.000000000000000000e+00
7.930000000000000000e+06	1.000000000000000000e+00
7.935000000000000000e+06	1.000000000000000000e+00
7.940000000000000000e+06	1.000000000000000000e+00
7.945000000000000000e+06	1.000000000000000000e+00
7.950000000000000000e+06	1.000000000000000000e+00
7.955000000000000000e+06	1.000000000000000000e+00
7.960000000000000000e+06	1.000000000000000000e+00
7.965000000000000000e+06	1.000000000000000000e+00
7.970000000000000000e+06	1.000000000000000000e+00
7.975000000000000000e+06	1.000000000000000000e+00
7.980000000000000000e+06	1.000000000000000000e+00
7.985000000000000000e+06	1.000000000000000000e+00
7.990000000000000000e+06	1.000000000000000000e+00
7.995000000000000000e+06	1.000000000000000000e+00
8.000000000000000000e+06	1.000000000000000000e+00
8.005000000000000000e+06	1.000000000000000000e+00
8.010000000000000000e+06	1.000000000000000000e+00
8.015000000000000000e+06	1.000000000000000000e+00
8.020000000000000000e+06	1.000000000000000000e+00
8.025000000000000000e+06	1.000000000000000000e+00
8.030000000000000000e+06	1.000000000000000000e+00
8.035000000000000000e+06	1.000000000000000000e+00
8.040000000000000000e+06	1.000000000000000000e+00
8.045000000000000000e+06	1.000000000000000000e+00
8.050000000000000000e+06	1.000000000000000000e+00
8.055000000000000000e+06	1.000000000000000000e+00
8.060000000000000000e+06	1.000000000000000000e+00
8.065000000000000000e+06	1.000000000000000000e+00
8.070000000000000000e+06	1.000000000000000000e+00
8.075000000000000000e+06	1.000000000000000000e+00
8.080000000000000000e+06	1.000000000000000000e+00
8.085000000000000000e+06	1.000000000000000000e+00
8.090000000000000000e+06	1.000000000000000000e+00
8.095000000000000000e+06	1.000000000000000000e+00
8.100000000000000000e+06	1.000000000000000000e+00
8.105000000000000000e+06	1.000000000000000000e+00
8.110000000000000000e+06	1.000000000000000000e+00
8.115000000000000000e+06	1.000000000000000000e+00
8.120000000000000000e+06	1.000000000000000000e+00
8.125000000000000000e+06	1.000000000000000000e+00
8.130000000000000000e+06	1.000000000000000000e+00
8.135000000000000000e+06	1.000000000000000000e+00
8.140000000000000000e+06	1.000000000000000000e+00
8.145000000000000000e+06	1.000000000000000000e+00
8.150000000000000000e+06	1.000000000000000000e+00
8.155000000000000000e+06	1.000000000000000000e+00
8.160000000000000000e+06	1.000000000000000000e+00
8.165000000000000000e+06	1.000000000000000000e+00
8.170000000000000000e+06	1.000000000000000000e+00
8.175000000000000000e+06	1.000000000000000000e+00
8.180000000000000000e+06	1.000000000000000000e+00
8.185000000000000000e+06	1.000000000000000000e+00
8.190000000000000000e+06	1.000000000000000000e+00
8.195000000000000000e+06	1.000000000000000000e+00
8.200000000000000000e+06	1.000000000000000000e+00
8.205000000000000000e+06	1.000000000000000000e+00
8.210000000000000000e+06	1.000000000000000000e+00
8.215000000000000000e+06	1.000000000000000000e+00
8.220000000000000000e+06	1.000000000000000000e+00
8.225000000000000000e+06	1.000000000000000000e+00
8.230000000000000000e+06	1.000000000000000000e+00
8.235000000000000000e+06	1.000000000000000000e+00
8.240000000000000000e+06	1.000000000000000000e+00
8.245000000000000000e+06	1.000000000000000000e+00
8.250000000000000000e+06	1.000000000000000000e+00
8.255000000000000000e+06	1.000000000000000000e+00
8.260000000000000000e+06	1.000000000000000000e+00
8.265000000000000000e+06	1.000000000000000000e+00
8.270000000000000000e+06	1.000000000000000000e+00
8.275000000000000000e+06	1.000000000000000000e+00
8.280000000000000000e+06	1.000000000000000000e+00
8.285000000000000000e+06	1.000000000000000000e+00
8.290000000000000000e+06	1.000000000000000000e+00
8.295000000000000000e+06	1.000000000000000000e+00
8.300000000000000000e+06	1.000000000000000000e+00
8.305000000000000000e+06	1.000000000000000000e+00
8.310000000000000000e+06	1.000000000000000000e+00
8.315000000000000000e+06	1.000000000000000000e+00
8.320000000000000000e+06	1.000000000000000000e+00
8.325000000000000000e+06	1.000000000000000000e+00
8.330000000000000000e+06	1.000000000000000000e+00
8.335000000000000000e+06	1.000000000000000000e+00
8.340000000000000000e+06	1.000000000000000000e+00
8.345000000000000000e+06	1.000000000000000000e+00
8.350000000000000000e+06	1.000000000000000000e+00
8.355000000000000000e+06	1.000000000000000000e+00
8.360000000000000000e+06	1.000000000000000000e+00
8.365000000000000000e+06	1.000000000000000000e+00
8.370000000000000000e+06	1.000000000000000000e+00
8.375000000000000000e+06	1.000000000000000000e+00
8.380000000000000000e+06	1.000000000000000000e+00
8.385000000000000000e+06	1.000000000000000000e+00
8.390000000000000000e+06	1.000000000000000000e+00
8.395000000000000000e+06	1.000000000000000000e+00
8.400000000000000000e+06	1.000000000000000000e+00
8.405000000000000000e+06	1.000000000000000000e+00
8.410000000000000000e+06	1.000000000000000000e+00
8.415000000000000000e+06	1.000000000000000000e+00
8.420000000000000000e+06	1.000000000000000000e+00
8.425000000000000000e+06	1.000000000000000000e+00
8.430000000000000000e+06	1.000000000000000000e+00
8.435000000000000000e+06	1.000000000000000000e+00
8.440000000000000000e+06	1.000000000000000000e+00
8.445000000000000000e+06	1.000000000000000000e+00
8.450000000000000000e+06	1.000000000000000000e+00
8.455000000000000000e+06	1.000000000000000000e+00
8.460000000000000000e+06	1.000000000000000000e+00
8.465000000000000000e+06	1.000000000000000000e+00
8.470000000000000000e+06	1.000000000000000000e+00
8.475000000000000000e+06	1.000000000000000000e+00
8.480000000000000000e+06	1.000000000000000000e+00
8.485000000000000000e+06	1.000000000000000000e+00
8.490000000000000000e+06	1.000000000000000000e+00
8.495000000000000000e+06	1.000000000000000000e+00
8.500000000000000000e+06	1.000000000000000000e+00
8.505000000000000000e+06	1.000000000000000000e+00
8.510000000000000000e+06	1.000000000000000000e+00
8.515000000000000000e+06	1.000000000000000000e+00
8.520000000000000000e+06	1.000000000000000000e+00
8.525000000000000000e+06	1.000000000000000000e+00
8.530000000000000000e+06	1.000000000000000000e+00
8.535000000000000000e+06	1.000000000000000000e+00
8.540000000000000000e+06	1.000000000000000000e+00
8.545000000000000000e+06	1.000000000000000000e+00
8.550000000000000000e+06	1.000000000000000000e+00
8.555000000000000000e+06	1.000000000000000000e+00
8.560000000000000000e+06	1.000000000000000000e+00
8.565000000000000000e+06	1.000000000000000000e+00
8.570000000000000000e+06	1.000000000000000000e+00
8.575000000000000000e+06	1.000000000000000000e+00
8.580000000000000000e+06	1.000000000000000000e+00
8.585000000000000000e+06	1.000000000000000000e+00
8.590000000000000000e+06	1.000000000000000000e+00
8.595000000000000000e+06	1.000000000000000000e+00
8.600000000000000000e+06	1.000000000000000000e+00
8.605000000000000000e+06	1.000000000000000000e+00
8.610000000000000000e+06	1.000000000000000000e+00
8.615000000000000000e+06	1.000000000000000000e+00
8.620000000000000000e+06	1.000000000000000000e+00
8.625000000000000000e+06	1.000000000000000000e+00
8.630000000000000000e+06	1.000000000000000000e+00
8.635000000000000000e+06	1.000000000000000000e+00
8.640000000000000000e+06	1.000000000000000000e+00
8.645000000000000000e+06	1.000000000000000000e+00
8.650000000000000000e+06	1.000000000000000000e+00
8.655000000000000000e+06	1.000000000000000000e+00
8.660000000000000000e+06	1.000000000000000000e+00
8.665000000000000000e+06	1.000000000000000000e+00
8.670000000000000000e+06	1.000000000000000000e+00
8.675000000000000000e+06	1.000000000000000000e+00
8.680000000000000000e+06	1.000000000000000000e+00
8.685000000000000000e+06	1.000000000000000000e+00
8.690000000000000000e+06	1.000000000000000000e+00
8.695000000000000000e+06	1.000000000000000000e+00
8.700000000000000000e+06	1.000000000000000000e+00
8.705000000000000000e+06	1.000000000000000000e+00
8.710000000000000000e+06	1.000000000000000000e+00
8.715000000000000000e+06	1.000000000000000000e+00
8.720000000000000000e+06	1.000000000000000000e+00
8.725000000000000000e+06	1.000000000000000000e+00
8.730000000000000000e+06	1.000000000000000000e+00
8.735000000000000000e+06	1.000000000000000000e+00
8.740000000000000000e+06	1.000000000000000000e+00
8.745000000000000000e+06	1.000000000000000000e+00
8.750000000000000000e+06	1.000000000000000000e+00
8.755000000000000000e+06	1.000000000000000000e+00
8.760000000000000000e+06	1.000000000000000000e+00
8.765000000000000000e+06	1.000000000000000000e+00
8.770000000000000000e+06	1.000000000000000000e+00
8.775000000000000000e+06	1.000000000000000000e+00
8.780000000000000000e+06	1.000000000000000000e+00
8.910000000000000000e+06	1.000000000000000000e+00
8.915000000000000000e+06	1.000000000000000000e+00
8.920000000000000000e+06	1.000000000000000000e+00
8.925000000000000000e+06	1.000000000000000000e+00
8.930000000000000000e+06	1.000000000000000000e+00
8.935000000000000000e+06	1.000000000000000000e+00
8.940000000000000000e+06	1.000000000000000000e+00
8.945000000000000000e+06	1.000000000000000000e+00
8.950000000000000000e+06	1.000000000000000000e+00
8.955000000000000000e+06	1.000000000000000000e+00
8.960000000000000000e+06	1.000000000000000000e+00
8.965000000000000000e+06	1.000000000000000000e+00
8.975000000000000000e+06	1.000000000000000000e+00
8.990000000000000000e+06	1.000000000000000000e+00
8.995000000000000000e+06	1.000000000000000000e+00
9.000000000000000000e+06	1.000000000000000000e+00
9.005000000000000000e+06	1.000000000000000000e+00
9.010000000000000000e+06	1.000000000000000000e+00
9.015000000000000000e+06	1.000000000000000000e+00
9.020000000000000000e+06	1.000000000000000000e+00
9.025000000000000000e+06	1.000000000000000000e+00
9.030000000000000000e+06	1.000000000000000000e+00
9.035000000000000000e+06	1.000000000000000000e+00
9.040000000000000000e+06	1.000000000000000000e+00
9.045000000000000000e+06	1.000000000000000000e+00
9.050000000000000000e+06	1.000000000000000000e+00
9.055000000000000000e+06	1.000000000000000000e+00
9.060000000000000000e+06	1.000000000000000000e+00
9.065000000000000000e+06	1.000000000000000000e+00
9.070000000000000000e+06	1.000000000000000000e+00
9.075000000000000000e+06	1.000000000000000000e+00
9.080000000000000000e+06	1.000000000000000000e+00
9.085000000000000000e+06	1.000000000000000000e+00
9.090000000000000000e+06	1.000000000000000000e+00
9.095000000000000000e+06	1.000000000000000000e+00
9.100000000000000000e+06	1.000000000000000000e+00
9.105000000000000000e+06	1.000000000000000000e+00
9.110000000000000000e+06	1.000000000000000000e+00
9.115000000000000000e+06	1.000000000000000000e+00
9.120000000000000000e+06	1.000000000000000000e+00
9.125000000000000000e+06	1.000000000000000000e+00
9.130000000000000000e+06	1.000000000000000000e+00
9.135000000000000000e+06	1.000000000000000000e+00
9.140000000000000000e+06	1.000000000000000000e+00
9.145000000000000000e+06	1.000000000000000000e+00
9.150000000000000000e+06	1.000000000000000000e+00
9.155000000000000000e+06	1.000000000000000000e+00
9.160000000000000000e+06	1.000000000000000000e+00
9.165000000000000000e+06	1.000000000000000000e+00
9.170000000000000000e+06	1.000000000000000000e+00
9.175000000000000000e+06	1.000000000000000000e+00
9.180000000000000000e+06	1.000000000000000000e+00
9.185000000000000000e+06	1.000000000000000000e+00
9.190000000000000000e+06	1.000000000000000000e+00
9.195000000000000000e+06	1.000000000000000000e+00
9.200000000000000000e+06	1.000000000000000000e+00
9.205000000000000000e+06	1.000000000000000000e+00
9.210000000000000000e+06	1.000000000000000000e+00
9.215000000000000000e+06	1.000000000000000000e+00
9.220000000000000000e+06	1.000000000000000000e+00
9.225000000000000000e+06	1.000000000000000000e+00
9.230000000000000000e+06	1.000000000000000000e+00
